"citation_id","study_id","response_id","experiment","cond_name","cond_type","cond_purpose","cond_exp_units_count","cond_exp_units_count_source","cond_obs_units_count","cond_obs_units_count_source","cond_treatment_provider_exp","cond_treatment_provider_exp_detail","cond_treatment_provider_obs","cond_treatment_provider_obs_detail","cond_treatment_provider_num","cond_treatment_provider_num_source","cond_treatment_groups_exp","cond_treatment_groups_exp_detail","cond_treatment_groups_obs","cond_treatment_groups_obs_detail","cond_treatment_groups_num","cond_treatment_groups_num_source","cond_comments"
"111570545","111570545","26972","1","cognitive-behavioral couple therapy","Treatment","12 weekly face-to-face sessions on psychoeducation about PVD","53","163, Participants","106","Experimental Units * 2","Yes","therapists were clinical psychology PhD-level students or junior clinicians","Yes","Partners received therapy together by the same therapists","11","164,  Cognitive-Behavioral Couple Therapy","No",NA,"Yes","Partners received therapy together by the same therapists in a session","53","Same number of couples",NA
"111570545","111570545","26972","1","Lidocaine","Control","medical treatment performed nightly applications of a lidocaine ointment","55","163, Participants","110","Experimental Units * 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111575980","111575980","28729","1","experimental group","Treatment","Training to avoid internet gaming cues","24","4, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111575980","111575980","28729","1","control group","Control","Pseudo training to randomly approach internet gaming or neutral cues","24","4, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569131","111569131","28675","1","SMS group","Treatment","routine intervention + customized SMS intervention","317","2723, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569131","111569131","28675","1","Control Group","Control","routine intervention only","314","2723, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570191","111570191","28676","1","behavioral weight loss (BWL) + Weight Bias Internalization and Stigma Program","Treatment","dieting and group therapy + stigma-reduction intervention","36","5, Figure 1",NA,NA,"Yes","psychologist or registered dietitian",NA,NA,"Not reported","3, Intervention","Yes","12 weekly group sessions of 11-13 particpants",NA,NA,"2-3","3, Intervention","Treatment provider were balanced on treatment condition"
"111570191","111570191","28676","1","behavioral weight loss (BWL) program","Control","dieting and group therapy program","36","5, Figure 1",NA,NA,"Yes","psychologist or registered dietitian",NA,NA,"Not reported","3, Intervention","Yes","12 weekly group sessions of 11-13 particpants",NA,NA,"2-3","3, Intervention",NA
"111564759","111564759","28678","1","Cognitive Dual Task Add-on+ TAU","Treatment","Targeted therapy session on suicidal intrusion + treatment as usual","46","7, Table 1",NA,NA,"Yes","Cognitive Dual Task-therapist",NA,NA,"22","3, Data supplement 1. Additional information about the add-on module protocol adherence.","No",NA,NA,NA,NA,NA,NA
"111564759","111564759","28678","1","TAU-only","Control","Treatment as usual consisting of psychotherapy and/or pharmacotherapy","45","7, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565474","111565474","29033","1","Treatment Group","Treatment","computer-assisted learning (CAL) software with access to exercises appropriate for a students individual preparation level","766","323, Randomization",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565474","111565474","29033","1","Control Group","Control","computer-assisted learning (CAL) software with access to exercises for their enrolled grade level","762","323, Randomization",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573374","111573374","28736","1","T-Duo Education with Contract","Treatment","Multi Component treatment which involves education, benefits, no smoking contract with an adult","21","3, Fig.1","1477","5, Fig.2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111573374","111573374","28736","1","T-Duo Education without Contract","Control","Only standardized educational component included in the T-Duo program","22","3, Fig.1","1545","5, Fig.2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111567007","111567007","28984","1","working memory training","Treatment","adaptive computerized game focused on working memory","106","2, CONSORT flow diagram (Supplemental Material)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567007","111567007","28984","1","numeric +  working memory training","Treatment","adaptive computerized game focused on working memory with numerical stimuli","107","2, CONSORT flow diagram (Supplemental Material)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567007","111567007","28984","1","numeric training","Treatment","game matching symbolic and non-symbolic numbers","108","2, CONSORT flow diagram (Supplemental Material)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567007","111567007","28984","1","Active Control group","Control","game matching objects/pictures","107","2, CONSORT flow diagram (Supplemental Material)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567724","111567724","28914","1","Morphology training","Treatment","8-week app-based training program","366","838, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567724","111567724","28914","1","Active Control","Control","app targeting mathematical skills","351","838, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568479","111568479","28985","1","experimental","Treatment","lecture using concept cartoons in mathematics class","1","249, Participants","35","249, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568479","111568479","28985","1","control","Control","lectures based on the classic approach","1","249, Participants","32","249, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569871","111569871","28915","1","Success-driven less-specific","Treatment","Scaffolding prompt presented to student that was success driven and less specific","50","535, Experimental Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569871","111569871","28915","1","success-driven more-specific","Treatment","Scaffolding prompt presented to student that was success driven and more specific","54","535, Experimental Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569871","111569871","28915","1","Failure-driven less-suboptimal","Treatment","Scaffolding prompt presented to student that was failure driven and less suboptimal","56","535, Experimental Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569871","111569871","28915","1","Failure driven more-suboptimal","Treatment","Scaffolding prompt presented to student that was failure driven and more suboptimal","61","535, Experimental Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111570060","111570060","28916","1","minimal guidance/minimal guidance/activity","Treatment","control of variables strategy lesson with different levels of support from teacher","45","1585, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","hands-on activity in a group",NA,NA,"7-15","Calculated from group size 3 - 6,1585, Procedure",NA
"111570060","111570060","28916","1","minimal guidance/direct guidance/activity","Treatment","control of variables strategy lesson with different levels of support from teacher","40","1585, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","hands-on activity in a group",NA,NA,"6-13","Calculated from group size 3 - 6,1585, Procedure",NA
"111570060","111570060","28916","1","modeling/modeling/activity","Treatment","control of variables strategy lesson with different levels of support from teacher","39","1585, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","hands-on activity in a group",NA,NA,"6-13","Calculated from group size 3 - 6,1585, Procedure",NA
"111570060","111570060","28916","1","modeling/direct guidance/activity","Treatment","control of variables strategy lesson with different levels of support from teacher","43","1585, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","hands-on activity in a group",NA,NA,"7-14","Calculated from group size 3 - 6,1585, Procedure",NA
"111578413","111578413","29315","1","Fruit drink No warning, no claim, no fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink No warning, yes claim, no fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink Yes warning, no claim, no fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink Yes warning, yes claim, no fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink No warning, No claim, yes fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink No warning, yes claim, yes fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Fruit drink yes warning, No claim, yes fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","1","Yes warning, Yes claim, yes fruit","Treatment","Fruit drink with label showing certain properties","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink :No warning, No claim, No fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: No warning, Yes claim, No fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: Yes warning, No claim, No fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: Yes warning, Yes claim, No fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: No warning, No claim, Yes fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: No warning, Yes claim, Yes fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: Yes warning, No claim, Yes fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","2","Fruit Drink: Yes warning, Yes claim, Yes fruit","Treatment","Fruit drink with label with certain characteristics","Not reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: no warning, no claim, no fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: no warning, yes claim, no fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: Yes warning, no claim, no fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: Yes warning, Yes claim, no fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: no warning, no claim, yes fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: no warning, yes claim, yes fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: yes warning, no claim, yes fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578413","111578413","29315","3","Fruit Drink: yes warning, yes claim, yes fruit","Treatment","Fruit drink with certain label","Not Reported",NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571607","111571607","28972","1","Control","Control","participant received weekly follow-up email and $10 incentive","127","789, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571607","111571607","28972","1","Call","Treatment","participant received weekly follow-up email and $10 incentive with one telephone call","133","789, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571607","111571607","28972","1","Incentive","Treatment","participant received weekly follow-up email and $20 incentive","134","789, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571607","111571607","28972","1","Call and incentive","Treatment","participant received weekly follow-up email and $20 incentive with one telephone call","146","789, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568526","111568526","28680","1","cognitive restructuring intervention","Treatment","emotion regulation cognitive exercise","69","4, Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568526","111568526","28680","1","mindfulness intervention","Treatment","emotion regulation mindfulness exercise","69","4, Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568526","111568526","28680","1","attention control condition","Control","basic nutritional information in the style of treatment","71","4, Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574322","111574322","28928","1","Food addiction","Treatment","informational  vignette explaining obesity using food addiction","111","1629, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574322","111574322","28928","1","Eating addiction","Treatment","informational  vignette explaining obesity using eating addiction","102","1629, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574322","111574322","28928","1","Calorie Balance","Treatment","informational  vignette explaining obesity using calorie","118","1629, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111574322","111574322","28928","1","Control","Control","informational  vignette explaining obesity using human memory","116","1629, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569185","111569185","28929","1","Conventional whiteboard, shifting group","Treatment","Video of instructor with varying whiteboard and gaze","31*","Not baseline, 1444, Participants and Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569185","111569185","28929","1","Conventional whiteboard, fixed group","Treatment","Video of instructor with varying whiteboard and gaze","34*","Not baseline, 1444, Participants and Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569185","111569185","28929","1","Transparent whiteboard, Shifting group","Treatment","Video of instructor with varying whiteboard and gaze","34*","Not baseline, 1444, Participants and Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569185","111569185","28929","1","Transparent whiteboard, fixed group","Treatment","Video of instructor with varying whiteboard and gaze","34*","Not baseline, 1444, Participants and Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566800","111566800","29037","1","nonformal remedial education program (HCT)","Control","Arabic, math, and second language (English or French) lessons, and homework support sessions","28","508, Figure 1","2322","508, Figure 1","No",NA,"Yes","nonformal education teachers trained to deliver intervention","48","Calculated from subtracting from total 93 507, Implementation","No",NA,"No",NA,NA,NA,NA
"111566800","111566800","29037","1","nonformal remedial education program+ Five-Component Social Emotional Learning (5CSEL)","Treatment","Arabic, math, and second language (English or French) lessons, and homework support sessions additional social-emotional learning","29","508, Figure 1","2044","508, Figure 1","No",NA,"Yes","nonformal education teachers trained to deliver intervention","45","507, Implementation","No",NA,"No",NA,NA,NA,NA
"111564774","111564774","28930","1","MORE intervention curriculum","Treatment","science and social studies lessons taught in the classroom","15","Depends on block size but should be close to 15 1177, Study Design","3050","Calculated from EP and EL sample size 1177, Study Participants","No",NA,"Yes","literacy facilitators","15","1179, Professional Development","No",NA,"No",NA,NA,NA,NA
"111564774","111564774","28930","1","Business as Usual","Control","utilized standard resources and traditional pedagogical practices","15","Depends on block size. 1177, Study Design","2685","Calculated from EP and EL sample size 1177, Study Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568444","111568444","28932","1","instruction using mnemonic devices","Treatment","Classroom instuction using mnemonic devices","1","225, Study group","27","226, Table 1.","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568444","111568444","28932","1","taught based on the curriculum materials","Control","Taught based on curriculum materials","1","225, Study group","25","226, Table 1.","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568486","111568486","28968","1","DISCUSS","Treatment","Curriculum that teaches academic vocabulary and has inquirt-based group discussion","3","40, Participants","73","41, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568486","111568486","28968","1","Business-as-usual","Control","Usual science lessons  with little classroom and group discussion","3","40, Participants","62","41, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568447","111568447","28967","1","experimental group","Treatment","Online Coding videos with monitoring strategy","40","135, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568447","111568447","28967","1","control group","Control","instruction videos with no strategy","40","135, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569945","111569945","28971","1","Intervention","Treatment","Measuring performance and offering feedback to teachers and leadership","63","360, Sample","504 Teachers ~ 13962 Students","Year 2 Sample, 361 Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569945","111569945","28971","1","Control","Control","No intervention implmented","64","360, Sample","534 Teachers ~ 15423 Students","Year 2 Sample, 361 Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
NA,"111565446","26879","1","C3WP  College, Career, and Community Writers Program","Treatment","intensive teacher professional development","24","171, Table 2","1728","171, Table 2","Yes","teacher leaders & project site leaders facilitating PD sessions","No",NA,"17","168, Recruitment, Randomization, and Counterfactual","No",NA,"No",NA,NA,NA,"Sites had various treatment support. Each site is basically a block and had pairs of districts."
NA,"111565446","26879","1","Businss as usual with delayed treatment","Control","typical instructional practice and professional developmentmming","24","171, Table 2","1636","171, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,"Did not have access to treatment but was recruited by same site."
"111570012","111570012","28538","1","The Building Assets, Reducing Risks (BARR) Program","Treatment","Students were assigned to teachers whom were trained to deliver BARR","1785","820, Sample",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","Students shared teachers whom were trained in BARR",NA,NA,"2 or more per school","818, Footnote 2",NA
"111570012","111570012","28538","1","business-as-usual control","Control","Teachers did not get trained in BARR","2383","820, Sample",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","Students shared teachers whom were not trained in BARR",NA,NA,"2 or more per school","818, Footnote 2",NA
"111570002","111570002","29145","1","experimental group","Treatment","Computer-supported collaborative learning activities with GeoGebra Software","1","479, Method","30","479, Participants","No",NA,"No",NA,NA,NA,"No",NA,"Yes","Students worked in pairs to work through worksheets","15","calculated from total sample size divided into pairs ~ 481, Instruction in the experimental and control groups",NA
"111570002","111570002","29145","1","control group","Control","No intervention","1","479, Method","32","479, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111564770","111564770","29117","1","peers’ enjoyment","Treatment","A video that induced enjoyment","Not Reported","210 total, 1287, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111564770","111564770","29117","1","peers’ frustration","Treatment","A video that induced frustration","Not Reported","210 total, 1287, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111564770","111564770","29117","1","peers’ neutral state","Treatment","A video that induced a neutral state","Not Reported","210 total, 1287, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572530","111572530","29127","1","Outreach Contact plus Decision Counseling (OC-DC)","Treatment","mail outreach and telephone contact care coordinator with decision counseling","314","3, Fig 1",NA,NA,"Yes","care coordinator who reached out and facilitated decision counseling",NA,NA,"2*","6, Acknowledgments","No",NA,NA,NA,NA,NA,"*Shared between treatment condition"
"111572530","111572530","29127","1","Outreach Contact alone (OC)","Treatment","mail outreach and telephone contact care coordinator","314","3, Fig 1",NA,NA,"Yes","care coordinator who reached out",NA,NA,"2*","6, Acknowledgments","No",NA,NA,NA,NA,NA,"*Shared between treatment conditions"
"111572530","111572530","29127","1","usual care control group (UC)","Control","No contact","1748","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576320","111576320","29121","1","Choice Arm","Treatment","Offered self-sampling HPV testing for at home cervical cancer treatment with educational brochure provided","6","3, Statistical analysis","165","4, Fig 4","Yes","Community Health Workers provided educational materials and went door to door","No",NA,"2*","Same providers in both arms, 2, CHW training","No",NA,"No",NA,NA,NA,NA
"111576320","111576320","29121","1","standard of care screening Arm","Control","no-cost screening at the health department with brochure provided","6","3, Statistical analysis","170","4, Fig 4","Yes","Community Health Workers provided educational materials and went door to door","No",NA,"2*","Same providers in both arms, 2, CHW training","No",NA,"No",NA,NA,NA,NA
"111570952","111570952","29194","1","gain-framed + standard targeting","Treatment","1-min gain-framed video about CRC screening","Not reported","2, Participants and Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total sample size: Total 457"
"111570952","111570952","29194","1","gain-framed + culturally targeting","Treatment","1-min gain-framed video about CRC screening + additional culturally targeted message","Not reported","2, Participants and Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total sample size: Total 457"
"111570952","111570952","29194","1","loss-framed + standard targeting","Treatment","1-min gain-framed video about CRC screening","Not reported","2, Participants and Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total sample size: Total 457"
"111570952","111570952","29194","1","loss-framed + culturally targeting","Treatment","1-min loss-framed video about CRC screening + additional culturally targeted message","Not reported","2, Participants and Procedure",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Total sample size: Total 457"
"111568490","111568490","27282","1","Pirate Math Equation Quest","Treatment","Word problem intervention with equal sign as a relational symbol","72","62, Table 2",NA,NA,"Yes","Graduate interventionists gave individual sessions 3 times a week",NA,NA,"28*","63,  Examiners/Interventionists","No",NA,NA,NA,NA,NA,"Interventionists were same between two treatment conditions"
"111568490","111568490","27282","1","Pirate Math without Equation Quest","Treatment","Word problem intervention without equal sign as a relational symbol","67","62, Table 2",NA,NA,"Yes","Graduate interventionists gave individual sessions 3 times a week",NA,NA,"28*","63,  Examiners/Interventionists","No",NA,NA,NA,NA,NA,"Interventionists were same between two treatment conditions"
"111568490","111568490","27282","1","business-as-usual","Control","Standard classroom word problem instruction","90","62, Table 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565386","111565386","29135","1","quantitative language only","Treatment","three picture book reading intervention sessions per week for 8 weeks targeting intended content","60","6, Participants",NA,NA,"Yes","Trained project staff were graduate students, post doctoral researchers, and other paid project staff with a completed bachelor’s degree or extensive experience working with young children",NA,NA,"Not Reported",NA,"Yes","Books read in small groups (two to four children)",NA,NA,"20","7, Intervention Process",NA
"111565386","111565386","29135","1","numeracy only","Treatment","three picture book reading intervention sessions per week for 8 weeks targeting intended content","57","6, Participants",NA,NA,"Yes","Trained project staff were graduate students, post doctoral researchers, and other paid project staff with a completed bachelor’s degree or extensive experience working with young children",NA,NA,"Not Reported",NA,"Yes","Books read in small groups (two to four children)",NA,NA,"20","7, Intervention Process",NA
"111565386","111565386","29135","1","combined","Treatment","three picture book reading intervention sessions per week for 8 weeks targeting intended content","58","6, Participants",NA,NA,"Yes","Trained project staff were graduate students, post doctoral researchers, and other paid project staff with a completed bachelor’s degree or extensive experience working with young children",NA,NA,"Not Reported",NA,"Yes","Books read in small groups (two to four children)",NA,NA,"21","7, Intervention Process",NA
"111565386","111565386","29135","1","active control","Control","three picture book reading intervention sessions per week for 8 weeks targeting intended content","59","6, Participants",NA,NA,"Yes","Trained project staff were graduate students, post doctoral researchers, and other paid project staff with a completed bachelor’s degree or extensive experience working with young children",NA,NA,"Not Reported",NA,"Yes","Books read in small groups (two to four children)",NA,NA,"19","7, Intervention Process",NA
"111574632","111574632","29122","1","CBT+EFT+CM","Treatment","Cognitive-behavioral therapies + episodic future thinking + Contingency management (received money if abstinence)","24","2, Fig 1",NA,NA,"Yes","master- and doctoral-level psychologists with  previous training in specific protocols",NA,NA,"Not Reported","3, Interventions","Yes","eight weeks of group-based sessions with up to four patients",NA,NA,"6 (max)","Calculated from "" group-based sessions with up to four patients"", 3, Cognitive-behavioral treatment (CBT) +episodic future thinking  (EFT)",NA
"111574632","111574632","29122","1","CBT+EFT","Control","Cognitive-behavioral therapies + episodic future thinking","32","2, Fig 1",NA,NA,"Yes","master- and doctoral-level psychologists with  previous training in specific protocols",NA,NA,"Not Reported","3, Interventions","Yes","eight weeks of group-based sessions with up to four patients",NA,NA,"8 (max)","Calculated from "" group-based sessions with up to four patients"", 3, Cognitive-behavioral treatment (CBT) +episodic future thinking  (EFT)",NA
"111568475","111568475","29195","1","adaptive domain information (AD)","Treatment","Experimental procedure that presented information based on prior knowledge","36","287, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568475","111568475","29195","1","control","Control","Experimental procedure that not did not presented information based on prior knowledge","33","287, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565458","111565458","29148","1","computer-assisted learning Group","Treatment","game-based learning platform to review class material","46","1059, Figure 1","898","1059, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565458","111565458","29148","1","Control Group","Control","did not participate in the computer-assisted learning","49","1059, Figure 1","986","1059, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571573","111571573","26910","1","Focused on the Domain Group","Treatment","video training session on the culture of Gypsy people","29","465, Participants","539","465, Participants","Yes","A group of 4 research assistants","No",NA,"1*","466, Procedure","No",NA,"Yes","The group video lesson and activity","29","Calculated from number of classes","Same group in both treatment conditions"
"111571573","111571573","26910","1","Non-Focused on the Domain Group","Treatment","video training session on the culture of Non-dominant people","30","465, Participants","539","465, Participants","Yes","A group of 4 research assistants","No",NA,"1*","466, Procedure","No",NA,"Yes","The group video lesson and activity","30","Calculated from number of classes",NA
"111571573","111571573","26910","1","Control Group","Control","No video lesson. Business as usual","29","465, Participants","444","465, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
